"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
1,50,20,20,0.95,100,0.01,100,0.01,14,0,8,6,0,5
2,50,20,20,0.95,100,0.01,100,0.01,20,0,7,13,0,9
3,50,20,20,0.95,100,0.01,100,0.01,17,0,13,9,0,8
4,50,20,20,0.95,100,0.01,100,0.01,12,0,6,16,2,11
5,50,20,20,0.95,100,0.01,100,0.01,23,0,12,15,0,8
6,50,20,20,0.95,100,0.01,100,0.01,18,0,11,3,0,2
7,50,20,20,0.95,100,0.01,100,0.01,13,0,7,10,1,8
8,50,20,20,0.95,100,0.01,100,0.01,22,0,11,7,0,7
9,50,20,20,0.95,100,0.01,100,0.01,20,0,9,7,0,5
10,50,20,20,0.95,100,0.01,100,0.01,16,0,11,8,0,7
11,50,20,20,0.95,100,0.01,100,0.01,12,1,8,13,0,10
12,50,20,20,0.95,100,0.01,100,0.01,20,0,10,9,0,8
13,50,20,20,0.95,100,0.01,100,0.01,9,0,7,5,1,4
14,50,20,20,0.95,100,0.01,100,0.01,15,0,10,13,0,9
15,50,20,20,0.95,100,0.01,100,0.01,11,0,7,16,0,10
16,50,20,20,0.95,100,0.01,100,0.01,11,0,8,11,0,9
17,50,20,20,0.95,100,0.01,100,0.01,19,1,11,16,0,13
18,50,20,20,0.95,100,0.01,100,0.01,9,0,8,17,0,14
19,50,20,20,0.95,100,0.01,100,0.01,14,0,6,10,0,9
20,50,20,20,0.95,100,0.01,100,0.01,34,0,11,10,0,9
21,50,20,20,0.95,100,0.01,100,0.01,5,0,4,13,0,8
22,50,20,20,0.95,100,0.01,100,0.01,13,0,8,11,0,11
23,50,20,20,0.95,100,0.01,100,0.01,16,0,7,10,0,8
24,50,20,20,0.95,100,0.01,100,0.01,30,0,8,5,0,5
25,50,20,20,0.95,100,0.01,100,0.01,15,1,8,10,1,9
26,50,20,20,0.95,100,0.01,100,0.01,15,1,10,15,1,10
27,50,20,20,0.95,100,0.01,100,0.01,11,0,5,8,0,7
28,50,20,20,0.95,100,0.01,100,0.01,16,0,11,6,0,5
29,50,20,20,0.95,100,0.01,100,0.01,8,0,7,7,0,7
30,50,20,20,0.95,100,0.01,100,0.01,16,1,8,8,0,7
31,50,20,20,0.95,100,0.01,100,0.01,17,0,8,10,0,10
32,50,20,20,0.95,100,0.01,100,0.01,16,0,9,15,0,8
33,50,20,20,0.95,100,0.01,100,0.01,13,0,10,19,0,12
34,50,20,20,0.95,100,0.01,100,0.01,7,0,6,7,0,4
35,50,20,20,0.95,100,0.01,100,0.01,14,1,8,12,0,10
36,50,20,20,0.95,100,0.01,100,0.01,5,0,4,10,0,7
37,50,20,20,0.95,100,0.01,100,0.01,16,1,8,14,0,11
38,50,20,20,0.95,100,0.01,100,0.01,24,0,12,10,0,9
39,50,20,20,0.95,100,0.01,100,0.01,24,0,11,10,0,6
40,50,20,20,0.95,100,0.01,100,0.01,12,0,7,6,0,4
41,50,20,20,0.95,100,0.01,100,0.01,6,0,5,6,0,5
42,50,20,20,0.95,100,0.01,100,0.01,12,0,7,6,0,6
43,50,20,20,0.95,100,0.01,100,0.01,14,1,6,11,0,9
44,50,20,20,0.95,100,0.01,100,0.01,10,1,7,6,0,5
45,50,20,20,0.95,100,0.01,100,0.01,14,0,9,13,0,10
46,50,20,20,0.95,100,0.01,100,0.01,12,0,5,10,0,9
47,50,20,20,0.95,100,0.01,100,0.01,16,0,9,13,0,12
48,50,20,20,0.95,100,0.01,100,0.01,13,0,6,8,0,6
49,50,20,20,0.95,100,0.01,100,0.01,17,0,7,8,0,7
50,50,20,20,0.95,100,0.01,100,0.01,16,0,7,6,1,4
51,50,20,20,0.95,100,0.01,100,0.01,16,0,9,6,0,6
52,50,20,20,0.95,100,0.01,100,0.01,14,0,8,14,0,11
53,50,20,20,0.95,100,0.01,100,0.01,10,0,7,6,1,5
54,50,20,20,0.95,100,0.01,100,0.01,19,0,10,12,0,11
55,50,20,20,0.95,100,0.01,100,0.01,9,0,5,8,0,7
56,50,20,20,0.95,100,0.01,100,0.01,13,0,6,10,0,5
57,50,20,20,0.95,100,0.01,100,0.01,17,1,8,9,1,7
58,50,20,20,0.95,100,0.01,100,0.01,18,0,7,6,0,5
59,50,20,20,0.95,100,0.01,100,0.01,15,0,9,11,0,10
60,50,20,20,0.95,100,0.01,100,0.01,19,0,8,10,0,9
61,50,20,20,0.95,100,0.01,100,0.01,10,1,7,3,0,3
62,50,20,20,0.95,100,0.01,100,0.01,15,0,9,11,0,8
63,50,20,20,0.95,100,0.01,100,0.01,16,1,10,8,0,6
64,50,20,20,0.95,100,0.01,100,0.01,16,0,9,8,0,6
65,50,20,20,0.95,100,0.01,100,0.01,13,0,8,13,0,12
66,50,20,20,0.95,100,0.01,100,0.01,17,0,10,12,0,10
67,50,20,20,0.95,100,0.01,100,0.01,6,0,5,10,0,7
68,50,20,20,0.95,100,0.01,100,0.01,21,0,13,10,0,8
69,50,20,20,0.95,100,0.01,100,0.01,13,0,7,8,0,8
70,50,20,20,0.95,100,0.01,100,0.01,11,0,9,7,0,5
71,50,20,20,0.95,100,0.01,100,0.01,18,0,10,8,0,7
72,50,20,20,0.95,100,0.01,100,0.01,17,0,7,11,0,7
73,50,20,20,0.95,100,0.01,100,0.01,13,0,5,7,0,5
74,50,20,20,0.95,100,0.01,100,0.01,17,1,9,5,0,5
75,50,20,20,0.95,100,0.01,100,0.01,12,0,8,12,0,8
76,50,20,20,0.95,100,0.01,100,0.01,9,0,6,7,0,6
77,50,20,20,0.95,100,0.01,100,0.01,6,0,5,14,0,9
78,50,20,20,0.95,100,0.01,100,0.01,19,0,10,11,0,8
79,50,20,20,0.95,100,0.01,100,0.01,23,0,13,10,0,8
80,50,20,20,0.95,100,0.01,100,0.01,12,0,7,11,0,9
81,50,20,20,0.95,100,0.01,100,0.01,14,1,6,9,0,8
82,50,20,20,0.95,100,0.01,100,0.01,11,0,6,9,0,8
83,50,20,20,0.95,100,0.01,100,0.01,12,0,7,14,0,7
84,50,20,20,0.95,100,0.01,100,0.01,15,0,7,10,0,9
85,50,20,20,0.95,100,0.01,100,0.01,17,0,10,5,0,5
86,50,20,20,0.95,100,0.01,100,0.01,11,1,6,6,0,5
87,50,20,20,0.95,100,0.01,100,0.01,12,0,8,12,0,9
88,50,20,20,0.95,100,0.01,100,0.01,14,1,8,16,0,12
89,50,20,20,0.95,100,0.01,100,0.01,16,0,9,7,0,7
90,50,20,20,0.95,100,0.01,100,0.01,15,0,8,6,0,4
91,50,20,20,0.95,100,0.01,100,0.01,20,0,8,15,0,11
92,50,20,20,0.95,100,0.01,100,0.01,33,0,14,10,0,8
93,50,20,20,0.95,100,0.01,100,0.01,20,0,9,13,0,10
94,50,20,20,0.95,100,0.01,100,0.01,13,1,7,7,0,5
95,50,20,20,0.95,100,0.01,100,0.01,11,1,6,7,0,7
96,50,20,20,0.95,100,0.01,100,0.01,8,0,5,9,0,9
97,50,20,20,0.95,100,0.01,100,0.01,17,2,9,6,0,5
98,50,20,20,0.95,100,0.01,100,0.01,13,0,7,12,0,8
99,50,20,20,0.95,100,0.01,100,0.01,17,0,9,9,0,8
100,50,20,20,0.95,100,0.01,100,0.01,7,0,6,4,0,4
1,50,50,20,0.95,100,0.01,100,0.01,47,0,25,13,0,13
2,50,50,20,0.95,100,0.01,100,0.01,33,0,20,23,1,20
3,50,50,20,0.95,100,0.01,100,0.01,45,1,19,22,0,18
4,50,50,20,0.95,100,0.01,100,0.01,59,1,28,25,0,20
5,50,50,20,0.95,100,0.01,100,0.01,30,1,19,27,1,22
6,50,50,20,0.95,100,0.01,100,0.01,47,0,28,31,0,24
7,50,50,20,0.95,100,0.01,100,0.01,46,0,22,32,0,25
8,50,50,20,0.95,100,0.01,100,0.01,35,1,21,20,0,16
9,50,50,20,0.95,100,0.01,100,0.01,49,0,24,19,1,15
10,50,50,20,0.95,100,0.01,100,0.01,43,0,25,32,1,22
11,50,50,20,0.95,100,0.01,100,0.01,32,0,20,22,1,16
12,50,50,20,0.95,100,0.01,100,0.01,43,0,23,24,0,17
13,50,50,20,0.95,100,0.01,100,0.01,54,2,22,24,0,15
14,50,50,20,0.95,100,0.01,100,0.01,54,1,23,19,0,15
15,50,50,20,0.95,100,0.01,100,0.01,35,1,20,28,0,25
16,50,50,20,0.95,100,0.01,100,0.01,39,0,18,27,0,22
17,50,50,20,0.95,100,0.01,100,0.01,35,0,23,34,0,24
18,50,50,20,0.95,100,0.01,100,0.01,30,1,20,20,0,15
19,50,50,20,0.95,100,0.01,100,0.01,38,2,20,22,1,18
20,50,50,20,0.95,100,0.01,100,0.01,50,0,22,15,0,14
21,50,50,20,0.95,100,0.01,100,0.01,37,0,17,28,1,20
22,50,50,20,0.95,100,0.01,100,0.01,53,1,27,17,0,14
23,50,50,20,0.95,100,0.01,100,0.01,41,0,22,18,0,17
24,50,50,20,0.95,100,0.01,100,0.01,27,2,16,30,1,20
25,50,50,20,0.95,100,0.01,100,0.01,43,1,23,19,0,14
26,50,50,20,0.95,100,0.01,100,0.01,35,0,18,18,1,13
27,50,50,20,0.95,100,0.01,100,0.01,28,0,13,21,0,17
28,50,50,20,0.95,100,0.01,100,0.01,44,1,21,27,0,22
29,50,50,20,0.95,100,0.01,100,0.01,34,0,25,22,0,18
30,50,50,20,0.95,100,0.01,100,0.01,37,0,19,27,0,23
31,50,50,20,0.95,100,0.01,100,0.01,21,0,11,26,0,20
32,50,50,20,0.95,100,0.01,100,0.01,38,0,22,21,0,17
33,50,50,20,0.95,100,0.01,100,0.01,30,0,20,23,0,18
34,50,50,20,0.95,100,0.01,100,0.01,24,0,18,22,0,20
35,50,50,20,0.95,100,0.01,100,0.01,38,0,20,20,0,17
36,50,50,20,0.95,100,0.01,100,0.01,36,0,22,33,0,26
37,50,50,20,0.95,100,0.01,100,0.01,43,1,23,23,0,18
38,50,50,20,0.95,100,0.01,100,0.01,31,0,17,25,0,21
39,50,50,20,0.95,100,0.01,100,0.01,34,0,20,23,0,18
40,50,50,20,0.95,100,0.01,100,0.01,47,0,27,28,0,20
41,50,50,20,0.95,100,0.01,100,0.01,34,0,21,28,1,18
42,50,50,20,0.95,100,0.01,100,0.01,43,1,21,23,0,19
43,50,50,20,0.95,100,0.01,100,0.01,45,1,18,19,0,16
44,50,50,20,0.95,100,0.01,100,0.01,47,0,23,30,1,23
45,50,50,20,0.95,100,0.01,100,0.01,38,1,23,25,0,21
46,50,50,20,0.95,100,0.01,100,0.01,34,0,18,23,0,17
47,50,50,20,0.95,100,0.01,100,0.01,30,0,17,31,0,26
48,50,50,20,0.95,100,0.01,100,0.01,33,0,17,30,0,19
49,50,50,20,0.95,100,0.01,100,0.01,45,0,24,19,0,16
50,50,50,20,0.95,100,0.01,100,0.01,37,0,18,20,0,18
51,50,50,20,0.95,100,0.01,100,0.01,33,1,22,26,1,21
52,50,50,20,0.95,100,0.01,100,0.01,52,0,25,21,0,17
53,50,50,20,0.95,100,0.01,100,0.01,38,0,21,18,1,14
54,50,50,20,0.95,100,0.01,100,0.01,44,2,22,27,0,21
55,50,50,20,0.95,100,0.01,100,0.01,23,1,14,17,0,13
56,50,50,20,0.95,100,0.01,100,0.01,21,0,14,32,0,25
57,50,50,20,0.95,100,0.01,100,0.01,46,0,24,37,1,21
58,50,50,20,0.95,100,0.01,100,0.01,44,0,25,21,0,16
59,50,50,20,0.95,100,0.01,100,0.01,31,1,22,18,0,16
60,50,50,20,0.95,100,0.01,100,0.01,42,2,20,24,0,20
61,50,50,20,0.95,100,0.01,100,0.01,47,1,28,26,0,21
62,50,50,20,0.95,100,0.01,100,0.01,32,0,25,17,0,13
63,50,50,20,0.95,100,0.01,100,0.01,38,0,19,27,1,23
64,50,50,20,0.95,100,0.01,100,0.01,33,0,19,21,0,19
65,50,50,20,0.95,100,0.01,100,0.01,45,1,21,24,0,18
66,50,50,20,0.95,100,0.01,100,0.01,36,0,21,23,1,17
67,50,50,20,0.95,100,0.01,100,0.01,32,0,20,21,0,19
68,50,50,20,0.95,100,0.01,100,0.01,41,0,20,26,0,19
69,50,50,20,0.95,100,0.01,100,0.01,36,0,19,30,0,21
70,50,50,20,0.95,100,0.01,100,0.01,45,0,26,18,0,15
71,50,50,20,0.95,100,0.01,100,0.01,37,0,22,23,0,19
72,50,50,20,0.95,100,0.01,100,0.01,48,0,28,32,0,22
73,50,50,20,0.95,100,0.01,100,0.01,25,1,18,24,0,22
74,50,50,20,0.95,100,0.01,100,0.01,39,1,22,21,0,17
75,50,50,20,0.95,100,0.01,100,0.01,33,1,20,29,0,23
76,50,50,20,0.95,100,0.01,100,0.01,42,0,22,22,0,16
77,50,50,20,0.95,100,0.01,100,0.01,37,0,20,30,0,22
78,50,50,20,0.95,100,0.01,100,0.01,31,1,21,29,1,23
79,50,50,20,0.95,100,0.01,100,0.01,47,0,25,14,0,12
80,50,50,20,0.95,100,0.01,100,0.01,40,1,22,25,0,20
81,50,50,20,0.95,100,0.01,100,0.01,27,0,15,19,0,17
82,50,50,20,0.95,100,0.01,100,0.01,29,0,18,21,0,17
83,50,50,20,0.95,100,0.01,100,0.01,32,0,18,21,0,19
84,50,50,20,0.95,100,0.01,100,0.01,36,1,19,19,1,15
85,50,50,20,0.95,100,0.01,100,0.01,27,0,14,25,0,20
86,50,50,20,0.95,100,0.01,100,0.01,22,0,15,22,0,17
87,50,50,20,0.95,100,0.01,100,0.01,35,1,18,13,0,12
88,50,50,20,0.95,100,0.01,100,0.01,44,1,24,31,0,24
89,50,50,20,0.95,100,0.01,100,0.01,26,0,17,30,0,24
90,50,50,20,0.95,100,0.01,100,0.01,34,0,23,29,0,22
91,50,50,20,0.95,100,0.01,100,0.01,18,0,13,37,0,27
92,50,50,20,0.95,100,0.01,100,0.01,28,0,17,25,0,20
93,50,50,20,0.95,100,0.01,100,0.01,30,0,19,20,0,17
94,50,50,20,0.95,100,0.01,100,0.01,33,1,20,22,0,18
95,50,50,20,0.95,100,0.01,100,0.01,42,0,22,22,0,15
96,50,50,20,0.95,100,0.01,100,0.01,29,0,21,28,0,17
97,50,50,20,0.95,100,0.01,100,0.01,23,0,12,23,1,18
98,50,50,20,0.95,100,0.01,100,0.01,34,1,17,26,1,20
99,50,50,20,0.95,100,0.01,100,0.01,32,0,21,14,0,12
100,50,50,20,0.95,100,0.01,100,0.01,17,0,12,21,0,17
1,50,100,20,0.95,100,0.01,100,0.01,65,0,32,56,0,41
2,50,100,20,0.95,100,0.01,100,0.01,61,0,40,48,3,41
3,50,100,20,0.95,100,0.01,100,0.01,73,0,38,58,0,46
4,50,100,20,0.95,100,0.01,100,0.01,80,1,37,43,1,34
5,50,100,20,0.95,100,0.01,100,0.01,67,0,42,55,0,40
6,50,100,20,0.95,100,0.01,100,0.01,83,2,41,45,1,38
7,50,100,20,0.95,100,0.01,100,0.01,63,1,35,47,0,40
8,50,100,20,0.95,100,0.01,100,0.01,69,0,33,58,0,41
9,50,100,20,0.95,100,0.01,100,0.01,80,1,41,53,0,43
10,50,100,20,0.95,100,0.01,100,0.01,68,0,38,51,1,39
11,50,100,20,0.95,100,0.01,100,0.01,80,1,39,47,1,38
12,50,100,20,0.95,100,0.01,100,0.01,69,1,42,41,0,34
13,50,100,20,0.95,100,0.01,100,0.01,79,2,41,50,0,41
14,50,100,20,0.95,100,0.01,100,0.01,77,3,48,43,0,36
15,50,100,20,0.95,100,0.01,100,0.01,56,0,33,44,1,35
16,50,100,20,0.95,100,0.01,100,0.01,80,0,44,43,0,34
17,50,100,20,0.95,100,0.01,100,0.01,72,0,40,49,1,33
18,50,100,20,0.95,100,0.01,100,0.01,77,0,38,54,0,43
19,50,100,20,0.95,100,0.01,100,0.01,98,1,55,35,0,28
20,50,100,20,0.95,100,0.01,100,0.01,96,1,50,47,0,37
21,50,100,20,0.95,100,0.01,100,0.01,75,0,42,39,0,34
22,50,100,20,0.95,100,0.01,100,0.01,60,0,34,31,1,25
23,50,100,20,0.95,100,0.01,100,0.01,83,1,45,62,1,47
24,50,100,20,0.95,100,0.01,100,0.01,65,0,42,39,0,34
25,50,100,20,0.95,100,0.01,100,0.01,72,0,39,42,0,35
26,50,100,20,0.95,100,0.01,100,0.01,61,0,38,47,0,36
27,50,100,20,0.95,100,0.01,100,0.01,71,0,39,45,0,35
28,50,100,20,0.95,100,0.01,100,0.01,89,0,45,57,1,44
29,50,100,20,0.95,100,0.01,100,0.01,66,0,40,38,0,33
30,50,100,20,0.95,100,0.01,100,0.01,70,0,43,51,0,40
31,50,100,20,0.95,100,0.01,100,0.01,77,1,43,59,0,48
32,50,100,20,0.95,100,0.01,100,0.01,76,1,45,44,0,37
33,50,100,20,0.95,100,0.01,100,0.01,89,0,46,48,0,33
34,50,100,20,0.95,100,0.01,100,0.01,79,1,40,50,1,38
35,50,100,20,0.95,100,0.01,100,0.01,51,1,31,46,0,38
36,50,100,20,0.95,100,0.01,100,0.01,82,0,44,34,0,28
37,50,100,20,0.95,100,0.01,100,0.01,75,3,40,41,0,35
38,50,100,20,0.95,100,0.01,100,0.01,68,2,39,65,0,48
39,50,100,20,0.95,100,0.01,100,0.01,76,0,43,36,0,27
40,50,100,20,0.95,100,0.01,100,0.01,94,1,46,42,0,34
41,50,100,20,0.95,100,0.01,100,0.01,80,1,48,41,0,34
42,50,100,20,0.95,100,0.01,100,0.01,93,2,49,54,0,37
43,50,100,20,0.95,100,0.01,100,0.01,73,0,42,54,1,37
44,50,100,20,0.95,100,0.01,100,0.01,83,1,47,40,0,32
45,50,100,20,0.95,100,0.01,100,0.01,64,1,34,46,0,35
46,50,100,20,0.95,100,0.01,100,0.01,57,1,34,53,0,43
47,50,100,20,0.95,100,0.01,100,0.01,77,1,49,47,0,34
48,50,100,20,0.95,100,0.01,100,0.01,84,2,43,48,0,40
49,50,100,20,0.95,100,0.01,100,0.01,71,0,42,47,1,34
50,50,100,20,0.95,100,0.01,100,0.01,61,0,39,43,0,30
51,50,100,20,0.95,100,0.01,100,0.01,83,1,41,31,0,23
52,50,100,20,0.95,100,0.01,100,0.01,65,1,39,48,0,39
53,50,100,20,0.95,100,0.01,100,0.01,68,0,37,60,0,47
54,50,100,20,0.95,100,0.01,100,0.01,75,0,46,46,0,37
55,50,100,20,0.95,100,0.01,100,0.01,68,0,42,47,1,35
56,50,100,20,0.95,100,0.01,100,0.01,83,1,51,54,0,44
57,50,100,20,0.95,100,0.01,100,0.01,80,1,46,47,0,36
58,50,100,20,0.95,100,0.01,100,0.01,77,0,42,39,0,28
59,50,100,20,0.95,100,0.01,100,0.01,71,0,44,45,1,37
60,50,100,20,0.95,100,0.01,100,0.01,72,2,44,45,1,36
61,50,100,20,0.95,100,0.01,100,0.01,65,0,37,40,1,35
62,50,100,20,0.95,100,0.01,100,0.01,62,0,40,52,0,41
63,50,100,20,0.95,100,0.01,100,0.01,86,1,43,37,0,30
64,50,100,20,0.95,100,0.01,100,0.01,95,0,43,39,0,34
65,50,100,20,0.95,100,0.01,100,0.01,59,1,41,45,1,39
66,50,100,20,0.95,100,0.01,100,0.01,66,2,36,56,0,42
67,50,100,20,0.95,100,0.01,100,0.01,88,0,46,40,0,34
68,50,100,20,0.95,100,0.01,100,0.01,87,2,39,46,0,34
69,50,100,20,0.95,100,0.01,100,0.01,55,1,34,60,1,42
70,50,100,20,0.95,100,0.01,100,0.01,79,0,44,55,0,42
71,50,100,20,0.95,100,0.01,100,0.01,75,0,44,50,0,39
72,50,100,20,0.95,100,0.01,100,0.01,80,1,44,58,0,46
73,50,100,20,0.95,100,0.01,100,0.01,77,3,42,27,0,20
74,50,100,20,0.95,100,0.01,100,0.01,79,1,47,51,0,39
75,50,100,20,0.95,100,0.01,100,0.01,83,0,43,55,0,41
76,50,100,20,0.95,100,0.01,100,0.01,56,0,35,33,1,26
77,50,100,20,0.95,100,0.01,100,0.01,92,0,47,53,0,37
78,50,100,20,0.95,100,0.01,100,0.01,82,1,42,52,1,40
79,50,100,20,0.95,100,0.01,100,0.01,66,0,41,49,0,41
80,50,100,20,0.95,100,0.01,100,0.01,69,0,37,56,3,43
81,50,100,20,0.95,100,0.01,100,0.01,54,0,35,50,0,38
82,50,100,20,0.95,100,0.01,100,0.01,66,0,38,45,0,32
83,50,100,20,0.95,100,0.01,100,0.01,82,1,43,40,0,32
84,50,100,20,0.95,100,0.01,100,0.01,68,1,41,63,1,43
85,50,100,20,0.95,100,0.01,100,0.01,77,0,42,46,1,37
86,50,100,20,0.95,100,0.01,100,0.01,61,1,34,44,0,35
87,50,100,20,0.95,100,0.01,100,0.01,74,0,43,49,1,42
88,50,100,20,0.95,100,0.01,100,0.01,63,0,33,59,0,41
89,50,100,20,0.95,100,0.01,100,0.01,75,0,44,45,1,33
90,50,100,20,0.95,100,0.01,100,0.01,73,0,38,44,1,33
91,50,100,20,0.95,100,0.01,100,0.01,83,1,43,49,0,41
92,50,100,20,0.95,100,0.01,100,0.01,63,0,41,51,0,43
93,50,100,20,0.95,100,0.01,100,0.01,62,1,36,54,0,39
94,50,100,20,0.95,100,0.01,100,0.01,90,4,42,41,0,35
95,50,100,20,0.95,100,0.01,100,0.01,58,1,37,55,0,42
96,50,100,20,0.95,100,0.01,100,0.01,93,1,56,41,0,34
97,50,100,20,0.95,100,0.01,100,0.01,53,2,32,56,0,45
98,50,100,20,0.95,100,0.01,100,0.01,71,2,42,53,0,43
99,50,100,20,0.95,100,0.01,100,0.01,74,2,42,45,0,35
100,50,100,20,0.95,100,0.01,100,0.01,87,1,43,48,0,39
1,50,20,50,0.95,100,0.01,100,0.01,52,0,14,19,2,11
2,50,20,50,0.95,100,0.01,100,0.01,11,0,7,21,0,12
3,50,20,50,0.95,100,0.01,100,0.01,53,0,16,22,0,13
4,50,20,50,0.95,100,0.01,100,0.01,38,1,13,23,0,15
5,50,20,50,0.95,100,0.01,100,0.01,61,0,16,16,0,11
6,50,20,50,0.95,100,0.01,100,0.01,29,0,13,17,0,10
