"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
8,50,20,100,0.95,100,0.01,100,0.01,64,2,17,33,0,17
9,50,20,100,0.95,100,0.01,100,0.01,60,0,16,31,0,13
10,50,20,100,0.95,100,0.01,100,0.01,86,3,17,28,0,13
11,50,20,100,0.95,100,0.01,100,0.01,49,0,14,39,0,17
12,50,20,100,0.95,100,0.01,100,0.01,57,0,15,45,0,17
13,50,20,100,0.95,100,0.01,100,0.01,77,2,16,30,1,15
14,50,20,100,0.95,100,0.01,100,0.01,58,0,15,32,0,16
15,50,20,100,0.95,100,0.01,100,0.01,74,0,18,28,0,14
16,50,20,100,0.95,100,0.01,100,0.01,65,1,17,38,0,18
17,50,20,100,0.95,100,0.01,100,0.01,85,0,17,29,0,17
18,50,20,100,0.95,100,0.01,100,0.01,81,2,17,32,0,16
19,50,20,100,0.95,100,0.01,100,0.01,40,0,16,33,0,16
20,50,20,100,0.95,100,0.01,100,0.01,62,2,18,30,1,16
21,50,20,100,0.95,100,0.01,100,0.01,71,2,17,33,0,15
22,50,20,100,0.95,100,0.01,100,0.01,77,1,16,40,1,16
23,50,20,100,0.95,100,0.01,100,0.01,99,0,19,35,0,15
24,50,20,100,0.95,100,0.01,100,0.01,59,2,15,44,2,20
25,50,20,100,0.95,100,0.01,100,0.01,60,0,15,31,0,15
26,50,20,100,0.95,100,0.01,100,0.01,61,1,16,35,0,17
27,50,20,100,0.95,100,0.01,100,0.01,62,0,16,32,0,15
28,50,20,100,0.95,100,0.01,100,0.01,87,0,18,41,1,18
29,50,20,100,0.95,100,0.01,100,0.01,101,1,20,40,0,19
30,50,20,100,0.95,100,0.01,100,0.01,42,1,12,44,0,16
31,50,20,100,0.95,100,0.01,100,0.01,71,1,18,30,1,17
32,50,20,100,0.95,100,0.01,100,0.01,61,0,14,33,0,16
33,50,20,100,0.95,100,0.01,100,0.01,82,1,17,27,0,14
34,50,20,100,0.95,100,0.01,100,0.01,59,1,14,40,0,17
35,50,20,100,0.95,100,0.01,100,0.01,61,0,15,37,0,17
36,50,20,100,0.95,100,0.01,100,0.01,52,0,18,31,0,16
37,50,20,100,0.95,100,0.01,100,0.01,51,0,16,37,0,15
38,50,20,100,0.95,100,0.01,100,0.01,61,0,14,38,0,14
39,50,20,100,0.95,100,0.01,100,0.01,65,1,16,44,1,17
40,50,20,100,0.95,100,0.01,100,0.01,69,0,16,50,1,18
41,50,20,100,0.95,100,0.01,100,0.01,62,0,18,42,0,13
42,50,20,100,0.95,100,0.01,100,0.01,55,1,14,34,0,16
43,50,20,100,0.95,100,0.01,100,0.01,47,1,18,46,0,16
44,50,20,100,0.95,100,0.01,100,0.01,69,3,20,36,0,17
45,50,20,100,0.95,100,0.01,100,0.01,66,0,18,31,1,16
46,50,20,100,0.95,100,0.01,100,0.01,63,2,15,33,0,14
47,50,20,100,0.95,100,0.01,100,0.01,80,0,18,30,0,15
48,50,20,100,0.95,100,0.01,100,0.01,61,0,15,25,0,13
49,50,20,100,0.95,100,0.01,100,0.01,65,0,16,24,0,15
50,50,20,100,0.95,100,0.01,100,0.01,66,0,16,51,0,19
51,50,20,100,0.95,100,0.01,100,0.01,73,2,14,29,0,17
52,50,20,100,0.95,100,0.01,100,0.01,61,0,18,34,0,16
53,50,20,100,0.95,100,0.01,100,0.01,69,2,16,41,0,16
54,50,20,100,0.95,100,0.01,100,0.01,68,1,15,36,1,15
55,50,20,100,0.95,100,0.01,100,0.01,102,1,18,44,3,18
56,50,20,100,0.95,100,0.01,100,0.01,79,0,16,31,1,14
57,50,20,100,0.95,100,0.01,100,0.01,73,2,17,37,0,19
58,50,20,100,0.95,100,0.01,100,0.01,40,0,15,43,0,19
59,50,20,100,0.95,100,0.01,100,0.01,66,0,16,34,0,14
60,50,20,100,0.95,100,0.01,100,0.01,81,0,16,31,0,16
61,50,20,100,0.95,100,0.01,100,0.01,54,0,15,22,0,11
62,50,20,100,0.95,100,0.01,100,0.01,75,0,18,27,0,13
63,50,20,100,0.95,100,0.01,100,0.01,64,2,16,36,0,16
64,50,20,100,0.95,100,0.01,100,0.01,58,0,16,36,0,15
65,50,20,100,0.95,100,0.01,100,0.01,55,1,17,33,0,15
66,50,20,100,0.95,100,0.01,100,0.01,88,1,17,42,0,16
67,50,20,100,0.95,100,0.01,100,0.01,65,0,13,39,0,14
68,50,20,100,0.95,100,0.01,100,0.01,77,1,17,26,1,14
69,50,20,100,0.95,100,0.01,100,0.01,64,1,17,28,2,15
70,50,20,100,0.95,100,0.01,100,0.01,66,1,18,29,2,13
71,50,20,100,0.95,100,0.01,100,0.01,95,0,18,42,0,17
72,50,20,100,0.95,100,0.01,100,0.01,65,1,15,35,0,14
73,50,20,100,0.95,100,0.01,100,0.01,50,0,13,40,1,15
74,50,20,100,0.95,100,0.01,100,0.01,71,0,16,23,1,14
75,50,20,100,0.95,100,0.01,100,0.01,41,1,16,31,1,14
76,50,20,100,0.95,100,0.01,100,0.01,66,0,15,43,0,16
77,50,20,100,0.95,100,0.01,100,0.01,69,1,14,24,0,14
78,50,20,100,0.95,100,0.01,100,0.01,63,0,18,27,0,13
79,50,20,100,0.95,100,0.01,100,0.01,87,2,17,29,0,15
80,50,20,100,0.95,100,0.01,100,0.01,56,2,15,34,0,15
81,50,20,100,0.95,100,0.01,100,0.01,58,1,13,40,0,18
82,50,20,100,0.95,100,0.01,100,0.01,71,0,18,38,0,15
83,50,20,100,0.95,100,0.01,100,0.01,51,0,17,26,1,11
84,50,20,100,0.95,100,0.01,100,0.01,68,0,17,32,0,15
85,50,20,100,0.95,100,0.01,100,0.01,59,0,18,30,1,15
86,50,20,100,0.95,100,0.01,100,0.01,81,2,17,30,1,15
87,50,20,100,0.95,100,0.01,100,0.01,56,1,16,24,0,14
88,50,20,100,0.95,100,0.01,100,0.01,82,2,15,32,0,17
89,50,20,100,0.95,100,0.01,100,0.01,48,0,14,32,1,16
90,50,20,100,0.95,100,0.01,100,0.01,70,2,16,30,0,16
91,50,20,100,0.95,100,0.01,100,0.01,93,1,18,28,0,13
92,50,20,100,0.95,100,0.01,100,0.01,84,0,17,20,0,14
93,50,20,100,0.95,100,0.01,100,0.01,74,0,15,29,0,13
94,50,20,100,0.95,100,0.01,100,0.01,94,0,17,31,0,16
95,50,20,100,0.95,100,0.01,100,0.01,51,0,13,26,0,15
96,50,20,100,0.95,100,0.01,100,0.01,66,1,17,36,1,15
97,50,20,100,0.95,100,0.01,100,0.01,80,2,17,43,0,18
98,50,20,100,0.95,100,0.01,100,0.01,58,0,15,41,0,17
99,50,20,100,0.95,100,0.01,100,0.01,57,0,14,36,0,14
100,50,20,100,0.95,100,0.01,100,0.01,57,2,15,39,0,17
1,50,50,100,0.95,100,0.01,100,0.01,189,1,44,84,0,43
2,50,50,100,0.95,100,0.01,100,0.01,155,1,42,77,1,39
3,50,50,100,0.95,100,0.01,100,0.01,206,5,43,79,1,37
4,50,50,100,0.95,100,0.01,100,0.01,180,2,43,81,1,40
5,50,50,100,0.95,100,0.01,100,0.01,195,2,39,109,1,43
6,50,50,100,0.95,100,0.01,100,0.01,180,1,36,67,1,29
7,50,50,100,0.95,100,0.01,100,0.01,173,0,39,75,2,36
8,50,50,100,0.95,100,0.01,100,0.01,147,1,37,90,0,42
9,50,50,100,0.95,100,0.01,100,0.01,184,3,41,88,0,41
10,50,50,100,0.95,100,0.01,100,0.01,202,1,39,90,1,38
11,50,50,100,0.95,100,0.01,100,0.01,198,3,43,82,0,37
12,50,50,100,0.95,100,0.01,100,0.01,127,1,36,90,0,37
13,50,50,100,0.95,100,0.01,100,0.01,146,1,38,94,3,41
14,50,50,100,0.95,100,0.01,100,0.01,188,1,43,79,1,37
15,50,50,100,0.95,100,0.01,100,0.01,171,1,40,80,0,37
16,50,50,100,0.95,100,0.01,100,0.01,191,3,44,80,0,40
17,50,50,100,0.95,100,0.01,100,0.01,193,0,43,106,2,41
18,50,50,100,0.95,100,0.01,100,0.01,186,3,38,75,0,41
19,50,50,100,0.95,100,0.01,100,0.01,152,0,39,83,0,39
20,50,50,100,0.95,100,0.01,100,0.01,146,0,38,93,1,37
21,50,50,100,0.95,100,0.01,100,0.01,151,2,42,78,1,40
22,50,50,100,0.95,100,0.01,100,0.01,175,1,41,104,2,41
23,50,50,100,0.95,100,0.01,100,0.01,223,2,42,85,1,41
24,50,50,100,0.95,100,0.01,100,0.01,158,2,34,85,0,40
25,50,50,100,0.95,100,0.01,100,0.01,179,1,43,84,1,36
26,50,50,100,0.95,100,0.01,100,0.01,158,1,39,93,0,42
27,50,50,100,0.95,100,0.01,100,0.01,173,0,41,78,1,40
28,50,50,100,0.95,100,0.01,100,0.01,140,0,40,81,1,36
29,50,50,100,0.95,100,0.01,100,0.01,164,3,41,70,0,37
30,50,50,100,0.95,100,0.01,100,0.01,172,2,43,97,1,38
31,50,50,100,0.95,100,0.01,100,0.01,198,9,39,86,1,36
32,50,50,100,0.95,100,0.01,100,0.01,170,0,42,96,0,38
33,50,50,100,0.95,100,0.01,100,0.01,171,1,42,85,0,39
34,50,50,100,0.95,100,0.01,100,0.01,159,0,43,87,1,39
35,50,50,100,0.95,100,0.01,100,0.01,177,0,43,81,0,37
36,50,50,100,0.95,100,0.01,100,0.01,178,3,41,64,2,36
37,50,50,100,0.95,100,0.01,100,0.01,189,2,36,69,0,34
38,50,50,100,0.95,100,0.01,100,0.01,175,1,43,77,0,39
39,50,50,100,0.95,100,0.01,100,0.01,167,2,43,82,1,34
40,50,50,100,0.95,100,0.01,100,0.01,139,2,39,77,2,32
41,50,50,100,0.95,100,0.01,100,0.01,138,0,36,90,0,39
42,50,50,100,0.95,100,0.01,100,0.01,171,4,39,82,0,39
43,50,50,100,0.95,100,0.01,100,0.01,179,2,40,103,2,37
44,50,50,100,0.95,100,0.01,100,0.01,199,1,44,82,1,41
45,50,50,100,0.95,100,0.01,100,0.01,183,3,41,85,0,40
46,50,50,100,0.95,100,0.01,100,0.01,189,2,42,78,1,37
47,50,50,100,0.95,100,0.01,100,0.01,169,1,43,67,0,35
48,50,50,100,0.95,100,0.01,100,0.01,139,3,38,98,4,41
49,50,50,100,0.95,100,0.01,100,0.01,141,0,37,93,3,38
50,50,50,100,0.95,100,0.01,100,0.01,214,1,44,83,2,39
51,50,50,100,0.95,100,0.01,100,0.01,160,3,39,85,2,41
52,50,50,100,0.95,100,0.01,100,0.01,166,0,41,82,1,36
53,50,50,100,0.95,100,0.01,100,0.01,180,3,46,96,0,40
54,50,50,100,0.95,100,0.01,100,0.01,173,5,43,83,0,41
55,50,50,100,0.95,100,0.01,100,0.01,147,0,45,96,3,38
56,50,50,100,0.95,100,0.01,100,0.01,187,2,42,89,2,39
57,50,50,100,0.95,100,0.01,100,0.01,153,1,40,92,0,37
58,50,50,100,0.95,100,0.01,100,0.01,157,3,41,79,0,40
59,50,50,100,0.95,100,0.01,100,0.01,133,0,38,91,0,39
60,50,50,100,0.95,100,0.01,100,0.01,155,3,40,82,1,40
61,50,50,100,0.95,100,0.01,100,0.01,168,3,40,77,1,36
62,50,50,100,0.95,100,0.01,100,0.01,155,0,39,86,1,40
63,50,50,100,0.95,100,0.01,100,0.01,223,3,45,94,0,39
64,50,50,100,0.95,100,0.01,100,0.01,180,2,38,87,1,37
65,50,50,100,0.95,100,0.01,100,0.01,226,3,46,92,0,38
66,50,50,100,0.95,100,0.01,100,0.01,170,0,38,84,0,38
67,50,50,100,0.95,100,0.01,100,0.01,181,2,39,98,0,37
68,50,50,100,0.95,100,0.01,100,0.01,181,4,42,76,1,35
69,50,50,100,0.95,100,0.01,100,0.01,146,2,38,77,0,39
70,50,50,100,0.95,100,0.01,100,0.01,147,2,38,96,1,40
71,50,50,100,0.95,100,0.01,100,0.01,168,0,42,102,0,41
72,50,50,100,0.95,100,0.01,100,0.01,190,3,40,84,0,37
73,50,50,100,0.95,100,0.01,100,0.01,126,1,38,80,0,38
74,50,50,100,0.95,100,0.01,100,0.01,186,2,45,87,1,38
75,50,50,100,0.95,100,0.01,100,0.01,172,2,43,81,0,38
76,50,50,100,0.95,100,0.01,100,0.01,177,2,38,89,0,42
77,50,50,100,0.95,100,0.01,100,0.01,175,4,34,75,0,39
78,50,50,100,0.95,100,0.01,100,0.01,187,2,42,86,0,43
79,50,50,100,0.95,100,0.01,100,0.01,158,0,40,72,0,36
80,50,50,100,0.95,100,0.01,100,0.01,186,4,41,91,1,36
81,50,50,100,0.95,100,0.01,100,0.01,209,1,45,104,1,46
82,50,50,100,0.95,100,0.01,100,0.01,146,1,40,64,2,34
83,50,50,100,0.95,100,0.01,100,0.01,195,4,44,95,2,38
84,50,50,100,0.95,100,0.01,100,0.01,165,1,38,86,1,36
85,50,50,100,0.95,100,0.01,100,0.01,189,3,45,96,1,42
86,50,50,100,0.95,100,0.01,100,0.01,171,0,40,89,0,39
87,50,50,100,0.95,100,0.01,100,0.01,132,3,34,80,0,38
88,50,50,100,0.95,100,0.01,100,0.01,158,2,44,76,2,37
89,50,50,100,0.95,100,0.01,100,0.01,180,2,46,88,1,37
90,50,50,100,0.95,100,0.01,100,0.01,142,0,37,82,0,42
91,50,50,100,0.95,100,0.01,100,0.01,179,3,45,85,0,37
92,50,50,100,0.95,100,0.01,100,0.01,182,1,41,90,0,40
93,50,50,100,0.95,100,0.01,100,0.01,182,5,44,109,0,47
94,50,50,100,0.95,100,0.01,100,0.01,185,3,42,88,2,41
95,50,50,100,0.95,100,0.01,100,0.01,194,2,42,84,1,38
96,50,50,100,0.95,100,0.01,100,0.01,191,3,39,101,0,40
97,50,50,100,0.95,100,0.01,100,0.01,153,1,39,107,1,41
98,50,50,100,0.95,100,0.01,100,0.01,155,1,36,87,0,37
99,50,50,100,0.95,100,0.01,100,0.01,188,3,42,94,0,40
100,50,50,100,0.95,100,0.01,100,0.01,135,2,39,96,0,37
1,50,100,100,0.95,100,0.01,100,0.01,315,4,73,181,1,84
2,50,100,100,0.95,100,0.01,100,0.01,308,1,71,188,2,83
3,50,100,100,0.95,100,0.01,100,0.01,330,3,84,179,2,79
4,50,100,100,0.95,100,0.01,100,0.01,287,1,78,161,3,77
5,50,100,100,0.95,100,0.01,100,0.01,333,5,76,185,1,84
6,50,100,100,0.95,100,0.01,100,0.01,364,7,85,169,2,75
7,50,100,100,0.95,100,0.01,100,0.01,387,1,84,202,1,84
8,50,100,100,0.95,100,0.01,100,0.01,352,4,80,177,1,85
9,50,100,100,0.95,100,0.01,100,0.01,376,4,78,158,2,78
10,50,100,100,0.95,100,0.01,100,0.01,284,2,79,164,0,76
11,50,100,100,0.95,100,0.01,100,0.01,385,2,90,166,3,77
12,50,100,100,0.95,100,0.01,100,0.01,352,3,85,159,1,76
13,50,100,100,0.95,100,0.01,100,0.01,320,6,78,177,2,79
14,50,100,100,0.95,100,0.01,100,0.01,360,7,86,192,1,87
15,50,100,100,0.95,100,0.01,100,0.01,360,6,85,157,0,73
16,50,100,100,0.95,100,0.01,100,0.01,349,7,89,174,6,79
17,50,100,100,0.95,100,0.01,100,0.01,332,3,85,167,2,83
18,50,100,100,0.95,100,0.01,100,0.01,302,2,86,173,1,80
19,50,100,100,0.95,100,0.01,100,0.01,376,8,80,195,3,84
20,50,100,100,0.95,100,0.01,100,0.01,336,4,82,153,1,73
21,50,100,100,0.95,100,0.01,100,0.01,349,4,81,172,2,75
22,50,100,100,0.95,100,0.01,100,0.01,407,4,85,160,2,77
23,50,100,100,0.95,100,0.01,100,0.01,357,1,88,176,1,78
24,50,100,100,0.95,100,0.01,100,0.01,338,1,89,167,2,78
25,50,100,100,0.95,100,0.01,100,0.01,351,5,77,153,1,75
26,50,100,100,0.95,100,0.01,100,0.01,330,5,82,174,1,78
27,50,100,100,0.95,100,0.01,100,0.01,378,3,85,160,4,73
28,50,100,100,0.95,100,0.01,100,0.01,304,2,76,165,1,80
29,50,100,100,0.95,100,0.01,100,0.01,329,4,83,172,1,72
30,50,100,100,0.95,100,0.01,100,0.01,322,2,83,178,3,83
31,50,100,100,0.95,100,0.01,100,0.01,297,2,79,161,2,75
32,50,100,100,0.95,100,0.01,100,0.01,387,5,90,189,3,73
33,50,100,100,0.95,100,0.01,100,0.01,341,3,76,159,3,74
34,50,100,100,0.95,100,0.01,100,0.01,333,1,84,171,2,83
35,50,100,100,0.95,100,0.01,100,0.01,335,4,76,187,2,77
36,50,100,100,0.95,100,0.01,100,0.01,394,1,87,164,2,82
37,50,100,100,0.95,100,0.01,100,0.01,320,2,79,172,1,74
38,50,100,100,0.95,100,0.01,100,0.01,290,2,79,168,1,74
39,50,100,100,0.95,100,0.01,100,0.01,397,1,85,176,1,73
40,50,100,100,0.95,100,0.01,100,0.01,303,5,78,204,4,89
41,50,100,100,0.95,100,0.01,100,0.01,316,3,80,163,3,76
42,50,100,100,0.95,100,0.01,100,0.01,368,2,86,188,2,77
43,50,100,100,0.95,100,0.01,100,0.01,372,3,84,155,2,73
44,50,100,100,0.95,100,0.01,100,0.01,326,5,80,161,1,79
45,50,100,100,0.95,100,0.01,100,0.01,372,4,83,193,0,77
46,50,100,100,0.95,100,0.01,100,0.01,345,6,78,149,3,75
47,50,100,100,0.95,100,0.01,100,0.01,365,1,76,162,2,82
48,50,100,100,0.95,100,0.01,100,0.01,327,2,80,172,2,79
49,50,100,100,0.95,100,0.01,100,0.01,379,5,88,195,0,82
50,50,100,100,0.95,100,0.01,100,0.01,311,2,76,172,0,82
51,50,100,100,0.95,100,0.01,100,0.01,356,1,82,173,1,83
52,50,100,100,0.95,100,0.01,100,0.01,339,1,77,159,0,78
53,50,100,100,0.95,100,0.01,100,0.01,342,2,84,180,1,79
54,50,100,100,0.95,100,0.01,100,0.01,377,5,82,161,2,85
55,50,100,100,0.95,100,0.01,100,0.01,383,4,86,172,5,84
56,50,100,100,0.95,100,0.01,100,0.01,355,3,88,199,1,76
57,50,100,100,0.95,100,0.01,100,0.01,372,3,84,178,3,80
58,50,100,100,0.95,100,0.01,100,0.01,354,2,85,159,2,68
59,50,100,100,0.95,100,0.01,100,0.01,355,3,82,171,2,72
60,50,100,100,0.95,100,0.01,100,0.01,286,4,76,157,2,77
61,50,100,100,0.95,100,0.01,100,0.01,375,4,80,182,3,77
62,50,100,100,0.95,100,0.01,100,0.01,380,3,84,185,2,82
63,50,100,100,0.95,100,0.01,100,0.01,312,0,79,154,3,70
64,50,100,100,0.95,100,0.01,100,0.01,347,5,85,176,2,72
65,50,100,100,0.95,100,0.01,100,0.01,341,6,80,159,2,71
66,50,100,100,0.95,100,0.01,100,0.01,354,3,83,159,1,73
67,50,100,100,0.95,100,0.01,100,0.01,333,3,78,166,0,80
68,50,100,100,0.95,100,0.01,100,0.01,326,5,82,177,0,77
69,50,100,100,0.95,100,0.01,100,0.01,310,3,80,144,6,70
70,50,100,100,0.95,100,0.01,100,0.01,325,3,83,173,0,85
71,50,100,100,0.95,100,0.01,100,0.01,379,1,90,179,3,74
72,50,100,100,0.95,100,0.01,100,0.01,353,1,87,162,0,81
73,50,100,100,0.95,100,0.01,100,0.01,367,3,90,198,4,85
74,50,100,100,0.95,100,0.01,100,0.01,251,2,79,131,1,71
75,50,100,100,0.95,100,0.01,100,0.01,321,5,76,168,2,73
76,50,100,100,0.95,100,0.01,100,0.01,349,2,72,185,7,77
77,50,100,100,0.95,100,0.01,100,0.01,344,6,85,182,2,76
78,50,100,100,0.95,100,0.01,100,0.01,319,3,74,152,4,73
79,50,100,100,0.95,100,0.01,100,0.01,344,4,89,175,0,79
80,50,100,100,0.95,100,0.01,100,0.01,314,3,83,173,1,79
81,50,100,100,0.95,100,0.01,100,0.01,417,4,90,172,2,85
82,50,100,100,0.95,100,0.01,100,0.01,350,2,87,205,3,85
83,50,100,100,0.95,100,0.01,100,0.01,365,5,80,177,1,73
84,50,100,100,0.95,100,0.01,100,0.01,341,4,82,157,4,70
85,50,100,100,0.95,100,0.01,100,0.01,368,1,84,179,0,84
86,50,100,100,0.95,100,0.01,100,0.01,369,4,81,148,2,71
87,50,100,100,0.95,100,0.01,100,0.01,343,8,85,176,1,77
88,50,100,100,0.95,100,0.01,100,0.01,299,1,77,165,2,76
89,50,100,100,0.95,100,0.01,100,0.01,323,3,84,182,2,79
90,50,100,100,0.95,100,0.01,100,0.01,363,3,88,177,2,80
91,50,100,100,0.95,100,0.01,100,0.01,407,6,84,165,0,78
92,50,100,100,0.95,100,0.01,100,0.01,400,8,80,155,1,77
93,50,100,100,0.95,100,0.01,100,0.01,307,6,77,193,3,72
94,50,100,100,0.95,100,0.01,100,0.01,314,4,85,190,1,78
95,50,100,100,0.95,100,0.01,100,0.01,342,4,85,175,2,78
96,50,100,100,0.95,100,0.01,100,0.01,336,4,78,176,3,75
97,50,100,100,0.95,100,0.01,100,0.01,366,2,84,172,2,73
98,50,100,100,0.95,100,0.01,100,0.01,278,3,75,175,0,75
99,50,100,100,0.95,100,0.01,100,0.01,313,1,79,165,1,75
100,50,100,100,0.95,100,0.01,100,0.01,380,2,81,182,3,82
